18-02811,0009,2/24/18 0009,Underage Consumption,Redding,Administrative Sanction
18-02813,0027,2/24/18 0027,Underage Consumption,Redding,Administrative Sanction
18-02816,0050,2/24/18 0050,Underage Consumption/Disorderly Conduct/Resisting Arrest,Russell E,Arrest
18-02821,0219,2/24/18 0219,Underage Consumption,Russell C,Administrative Sanction
18-02823,0300,2/24/18 300,Underage Consumption,Gilbert,Administrative Sanction
18-02824,0328,2/24/18 328,Underage Consumption,Harrington D,Pending
18-02825,0331,2/24/18 331,Underage Consumption,Thompson Hall,Administrative Sanction
18-02827,0347,2/24/18 347,Assist Other Agency (Underage Consumption/Assault),Newark Police Department,Administrative Sanction
18-02870,2226,2/24/18 2226,Possession of Marijuana,Christiana East Towers,Administrative Sanction
18-02873,2318,2/24/18 2318,Loud Party,Lane Hall,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-02885,302,2/25/18 302,Underage Consumption,Harter Hall,Administrative Sanction
18-02887,338,2/25/18 338,Underage Consumption,S Academy Residence Hall,Adminstrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-02919,0030,02/26/18 0030,Possession of Marijuana/Underage Consumption,Thomas Mckean Hall,Administrative Sanction
18-02946,1703,02/20/18 2045-02/26/18 1030,Theft,Trabant,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03036,2215,02/27/18 2215,Shoplifting,Harrington POD,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03057,0231,02/28/18 0231,Rape,Marriott,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03110,0051,03/01/18 0051,Underage Consumption,Kirkbride Hall,Administrative Sanction
18-03112,0125,3/01/18 125,Underage Consumption,Pearson Lot,Administrative Sanction
18-03122,0837,02/28/18 0700-03/01/18 0700,Damaged Property,Ed Fine Lot,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03161,0023,03/02/18 0023,Underage Consumption,Russell Hall E,Administrative Sanction
18-03214,2217,03/02/18 2217,Underage Consumption,Perkins Garage,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03225,0054,03/03/18 0054,Underage Consumption/Disorderly Conduct/RSP/Possesion of Marijuana,Thompson Hall,Arrest
18-03228,0238,03/03/18 0238,Underage Consumption,Redding Hall,Administrative Sanction
18-03282,1823,02/17/18 1823-03/03/18 1823,Damaged Property,Lot 6,Pending Inactive
18-03294,2158,03/01/8 0100,Strangulation/Harrassment/Offensive Touching/Menacing,Thompson Hall,Adult Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18003300,0052,03/04/18 0052,Public Intoxication,Marriott,Arrest
18003305,0107,03/04/18 0107,Possession of Marijuana,Burger King,Civil Assessment
18003340,1431,03/04/18 1430,Damaged Property,Trabant Garage,Pending
18003335,1253,03/03/18 2030,Harassment,BCC,Exceptionally Clear
18003359,2100,02/25/18 2130,Theft,Perkins,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03378,0126,03/05/18 0126,Public Intoxication/Loitering,Mitchell Hall,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03463,1755,03/06/18 1755,Fugitive/Resisting Arrest,S College Ave,Pending
18-03479,2244,03/06/18 2239,Shoplifting,Harrington POD,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03519,1712,03/07/18 1712,Disorderly Conduct,Squire Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03564,1217,03/04/18-03/07/18,Harassment,Amy DuPont Building,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03599,0104,03/08/18 0104,Assist Other Agency (NPD),Catherine Rooney's,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03731,0012,03/11/18 0012,Possession of Marijuana,George Reed  Hall,Civil Assessment
18-03744,0143,03/11/18 0143,Possession of Marijuana,E Delaware Ave,Civil Assessment
18-03749,0306,03/11/18 0306,Underage Consumption,Russell Hall A,Exceptionally Clear
18-03750,0311,03/11/18 0311,Carrying Concealed Deadly Weapon/Endangering the Welfare/Possession of a Firearm  Under the Influence/Trespass,Ed Fine Parking Lot,Arrest
18-03765,1515,03/07/18 0000- 03/11/18 0842,Unlawful Use of Credit Card,Sypherd Hall,Pending
18-03769,1604,03/11/18 1604,Possession of Marijuana,Courtney St/Ashley Rd,Civil Assessment
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03802,0835,03/10/18 1900,Damaged Property,Caesar Rodney Dining Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03850,0253,03/13/18 0253,Possession of Marijuana,S Main St/Amstel Ave,Civil Assessment
18-03873,1237,03/13/18 1237,MV Collision (PI),Maintenance Circle Fire Lane,Traffic Citation
18-03886,1801,03/13/18 1801,Drug Dealing/Possession of Marijuana w/ an Aggravating Factor/Possession of Drug Paraphernalia/Traffic Violations,E Delaware Ave/S Chapel St,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03910,0827,03/14/18 0600-0827,Grafitti,Pencader Dining Hall,Pending
18-03923,1201,03/14/18 1201,Lewdness,Willard Hall,Pending
18-03930,1551,03/14/18 1551,Harrassment,Harker ISEB,Pending
18-03936,2030,03/13/18 1130-1330,Theft,Willard Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-03948,0024,03/15/18 0024,Sexual Harassment/Disorderly Conduct/Resisting Arrest/Offensive Touching,Harrington C,Arrest
18-04012,2309,03/15/18 2309,Drug Dealing/Possession of a Controlled Substance/Traffic Violation,Creek View Rd,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04016,0104,03/16/18 0104,Public Intoxication,Russell Hall E,Exceptionally Clear
18-04050,1615,03/15/18 1415,Terroristic Threatening,Pencader Dining Hall,Pending
18-04056,2015,03/16/18 2015,Drug Dealing/Possession of Marijuana/Possession of a Weapon in Safe School Zone,Laird Lot 6,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04075,0001,03/17/18 0001,Underage Consumption,Harrington A,Administrative Sanction
18-04076,0008,03/17/18 0008,Underage Consumption,Old College,Pending
18-04127,1312,03/17/18 1312,Possession of Marijuana/Traffic Violation,S Main St/W Park Pl,Civil Assessment
18-04130,1357,03/17/181357,Domestic,Russell A,Service Clear
18-04168,2026,03/17/182026,Damaged Property,Christian West Tower,Arrest
18-04171,2055,03/17/18 2055,Underage Consumption,Harrington Commons,Pending
18-04179,2136,03/17/18 2136,Underage Consumption,Christiana West Tower,Administrative Sanction
18-04184,2234,03/17/18 2234,Possession of Marijuana/Traffic Violation,S College Ave/E Main St,Civil Assessment
18-04186,2316,03/17/18,Possession of Marijuana,Pulaski Hy/Lagrange Ave,Civil Assessment
18-04190,2348,03/17/18 2348,Underage Consumption,Independence Hall East,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04199,0112,03/18/18 0112,DUI,Pulaski Hy/Lagrange Ave,Arrest
18-04208,0225,03/16/18 1700-03/18/18 0225,Damaged Property,Thomas McKean,Pending
18-04211,0257,03/17/18 2300-03/18/18 0200,Theft,Trabant University Center,Pending
18-04249,2105,03/18/18 1300-1520,Graffiti,James Smith Hall,Pending
18-04250,2126,03/04/18 0000-03/18/18 2125,MV Collision (Hit & Run),Laird Lot 6,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04285,1645,03/19/18 1645,MV Collision,Townsend Hall Parking Lot,Pending
18-04298,2213,03/19/18 2213,Shoplifting,Harrington POD,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04316,1102,03/08/28-03/09/18 2300-0700,Theft,Louis Redding Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04374/18-04380,1637,03/21/18 1637,Asstist Other Agency  (Stalking),UDPD,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04394,0226,03/22/18 0226,Trespassing/Underage Consumption/Disorderly Conduct,George Read South,Arrest
18-04401,0851,03/22/2018 0000-0851,Trespass/Damaged Property,College of Arts and Sciences,Pending
18-04415,1448,03/18/18 1600-03/22/18 0900,Theft,Gilbert Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04447,0048,03/23/18 0048,Underage Consumption,Redding Hall,Administrative Sanction
18-04448,0117,03/23/18 0117,DUI,Haines St/E Delaware Ave,Arrest
18-04486,1936,03/23/18 1936,Possession of Drug Paraphernalia,Harrington Hall D,Administrative Sanction
18-04490,2006,03/23/18 2006,Possession of Drug Paraphernalia,Harrington Hall B,Administrative Sanction
18-04495,2024,03/23/18 2024,Receiving Stolen Property,Harrington Hall D,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04540,2352,03/24/18 2352,Possession of Marijuana,7-11,Civil Assessment
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04607,1719,03/27/18 1719,Offensive Touching/Disorderly Conduct/Underage Consumption,Christiana Commons,Arrest
18-04619,2335,03/27/18 2335,Possesion of Marijuana/Traffic Violation,S College Ave/Kent Way,Civil Assessment
18-04658,1936,03/23/18,Theft/Lost Property,Lot 8,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04716,1245,3/29/18 1245,Disorderly Conduct,UDPD,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04745,0942,03/30/18 0945,Trespass,Hullihen Hall,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04852,2007,03/22/18 2300-3/26/18 2359,MV Collision (Hit & Run),Christiana East Towers,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-04916,0042,04/03/18 0042,Possession of Marijuana,Gilbert Hall,Civil Assessment
18-04952,1347,07/11/17- 08/25/17,Theft,Hugh Morris Library,Pending
18-04954,1712,04/03/18 1703,Harassment,Russell Dining Hall,Pending
18-04968,2032,04/03/18 0930-1830,Theft,Pearson Parking Lot,Pending
18-04976,2309,04/02/18 2300- 04/03/18 2300,Damaged Property,Kirkbride Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05083,0815,04/03/18 0800-04/05/18 0815,Damaged Property,Pencader Dining,Pending
18-05095,1254,04/05/18 1254,Harassment/Trespass/Criminal Impersonation,Carpenter Sports Building,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05136,0136,04/06/18 0136,Underage Consumption,Pearson Lot,Administrative Sanction
18-05176,1750,04/06/18 1750,Graffiti,Russell Hall E (Exterior),Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05213,0135,04/07/18 0135,Underage Consumption,Thompson Hall,Administrative Sanction
18-05216,0156,04/07/18 0156,Assist Other Agency (Dicorderly Conduct/Underage Consumption),W Main St,Administrative Sanction
18-05220,0304,04/07/18 0304,Underage Consumption,Christiana West Tower,Administrative Sanction
18-05242,1613,04/07/18 1550-1613,Graffiti,Baseball Stadium,Exceptionally Clear
18-05255,2119,04/04/18 0057,Damaged Property,Trabant Parking Garage,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05270,138,04/08/18 0138,DUI,Library Ave/Farm Ln,Arrest
18-05289,1405,04/08/18 0300,Unlawful Sexual Contact,S Academy Residence Hall,Pending
18-05304,2132,04/08/18 2132,Assist Other Agency (Robbery),Marrows Rd,Service Clear
18-05305,2215,04/08/18 2215,Graffiti,Hugh Morris Library,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05392,0616,04/10/18 0616,Trespass,SevOne,Arrest
18-05417,1246,04/10/18 1246,Terroristic Threatening,Conover Apts Parking Lot,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05466,0253,04/11/18 0253,Underage Consumption,Smyth Hall,Administrative Sanction
18-05507,1740,04/11/18 1400-1504,Theft,Carpenter Sports Building,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05524,0037,04/12/18 0037,Possession of Marijuana,S Main St,Civil Assessment
18-05536,0756,04/12/18 0000-0756,Graffiti,Harker Lab,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05589,0147,04/13/18 0147,Underage Consumption,Redding Hall,Administrative Sanction
18-05591,0217,04/13/18 0217,Underage Consumption,Harrington Hall C,Administrative Sanction
18-05592,0217,04/13/18 0217,Underage Consumption,Caesar Rodney Hall A,Administrative Sanction
18-05627,1657,04/13/18 1657,Underage Possession,Perkins Parking Garage,Administrative Sanction
18-05654,2323,04/13/18 2323,Harassment,Trabant University Center,Unfounded
18-05659,2345,04/13/18 2345,Assist Other Agency (Noise Violation),Manuel St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05670,0103,04/14/18 0103,Trespass/Lewdness,Trabant Circle,Pending
18-05673,0135,04/14/18 0135,Underage Consumption,Harrington Turf Field,Arrest
18-05679,0240,04/14/18 0240,Underage Consumption,Ray A,Administrative Sanction
18-05719,1510,04/14/18,Assist Other Agency (Public Intoxication),New St/Choate St,Administrative Sanction
18-05731,1955,04/14/18 1955,Underage Consumption,Harrington A,Administrative Sanction
18-05737,2131,04/14/18 2131,Underage Consumption,S Academy Residence Hall,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
18-05766,0303,04/15/18 0303,Underage Consumption,Christiana West Tower (Exterior),Arrest
18-05769,0523,04/15/18 0523,Trespass/Underage Consumption,Russell B,Administrative Sanction
18-05805,1926,04/13/18 2000-04/14/18 2300,Graffiti,South Academy Residence Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-05841,0947,04/16/18 0947,Harassment,Caesar Rodney Dormitory,Pending
18-05870,2133,04/16/18 2133,Offensive Touching,Carpenter Sports Building,Pending
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
18-05983,2256,04/18/18 2256,Disorderly Conduct,Harter Hall (Exterior),Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06014,1228,04/19/18 1228,Theft,Lane Hall,Pending
18-06023,1453,04/19/18 1453,Theft,George Read North (Exterior),Pending
18-06027,1614,04/19/18 1614,Possession of Marijuana,Russell C,Civil Assessment
18-06062,0114,04/19/18 0114,Trespass,Trabant University Center (Exterior),Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06086,1300,4/20/18 1300,Fraud,UD Creamery,Pending
18-06091,1452,4/20/18 1452,Graffiti,Russell B,Pending
18-06103,1752,4/20/18 1752,Theft,Bob Carpenter Center,Pending
18-06106,1823,4/20/18 1823,Assist Other Agency (DNREC),White Clay Creek State Park,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06135,0046,4/21/18 0046,Damaged Property,Thompson Hall,Pending
18-06142,0421,04/21/18 0421,Damaged Property,Traubant Garage,Pending
18-06210,2305,04/21/18 2305,Possession of Marijuana,Laird Campus,Civil Assessment
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06219,0139,04/22/18 0139,DUI,Delaware Ave,Arrest
18-06237,1334,04/22/18 1334,Offensive Touching,Laird Bus Stop,Pending
18-06257,2209,04/22/18 2209,Collision (Hit & Run),Morris Library Parking Lot,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06282,1203,04/17/18 1200-04/21/18 1200,MV Collision (Hit & Run),UD Lot 39,Pending
18-06306,1809,04/23/18 1809,Possession of Marijuana,Wyoming Rd,Civil Assessment
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06385,0202,04/25/18 0202,Underage Consumption,Harrington E,Administrative Sanction
18-06397,0906,04/25/18 0906,Domestic,Christiana East Tower,Pending
18-06447,2318,04/25/18 2318,Possession of Marijuana,Academy St/Courtney St,Civil Assessment
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06452,0103,04/26/18 0103,Possession of Marijuana,Haines St,Civil Assessment
18-06472,1224,04/26/18 1224,Collision (Hit & Run),Center for the Arts Garage,Pending
18-06473,1234,04/26/18 1234,Collision (Hit & Run),Perkins Parking Garage,Pending
18-06483,1630,04/26/18 1630,Trespassing,Colburn Lab,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06508,0109,04/27/18 0109,Underage Conspumtion,Pearson Parking Lot,Arrest
18-06509,0118,04/27/18 0118,Underage Conspumtion,Pearson Parking Lot,Arrest
18-06523,0901,04/26/18 1930-04/27/18 0500,Theft,Thompson Hall,Pending
18-06528,1127,04/27/18 1127,Theft,Thomas McKean,Pending
18-06551,2020,04/27/18 2020,Possesion of Paraphernalia/Marijuana/Traffic Violation,Academy St/Lovett Ave,Civil Assessment
18-06560,2308,04/27/18 2308,Underage Consumption,Harrington C,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06596,1405,04/28/18 1405,Assist Other Agency (Loud Party),Choate St,Administrative Sanction
18-06599,1434,04/28/18 1411,Harassment,Christiana East Tower,Pending
18-06605,1536,04/24/18 1536,Assist Other Agency (Loud Party),Annabelle St,Administrative Sanction
18-06626,2130,04/28/18 2130,Offensive Touching/Trespass,W Main St,Exceptionally Clear
18-06635,2249,04/28/18 2249,Assist Other Agency (Loud Party),Choate St,Administrative Sanction
18-06642,2356,04/28/18 2356,Assist Other Agency (Loud Party),E Park Pl,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06648,0116,04/29/18,Assist Other Agency (Loud Party),Kells Ave,Administrative Sanction
18-06695,2242,04/29/18 2242,Possesion of Marijuana/Unsafe Speed,E Chestnut Hill Rd/ Sincock Ln,Civil Assessment
18-06697,2343,04/29/18 2343,Trespass,Trabant,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06731,1616,04/30/18 1616,Harrassment,Hullihen Hall,Pending
18-06746,2200,04/30/18 2200,Domestic (Verbal),W Main St/Hillside Rd,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06771,1155,05/01/18 1155,Assist Other Agency (Stalking),UDPD,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
18-06821,0920,05/01/18 0000-05/02/18 0920,Theft,Walters Cafe,Pending
18-06837,1111,05/01/18  0000-05/02/18 1111,Grafitti,Gore Hall,Pending
18-06850,1409,05/02/18 1409,Trespass/Damaged Property,Rodney Complex,Arrest
18-06855,1454,05/02/18 1454,MVCollision Hit & Run,CFA Garage,Pending
18-06858,1632,04/29/18 to 05/02/18,Theft,South Academy RH,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06880,0042,05/03/18 0042,Overdose,South Academy RH,Administrative Sanction
18-06881,0138,05/03/18 0138,Trespass,Pearson Hall,Administrtative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-06953,0123,05/04/18 0123,Trespass/Underage Consumption,SARH,Administrative Sanction
18-06954,0129,05/04/18 0129,Disorderly Conduct/Underage Consumption,SARH,Administrative Sanction
18-06979,1133,05/04/18 1133,MV Collision Hit & Run,Marriott Courtyard Hotel,Arrest
18-06985,1343,05/03/18 2000,Harassment,Harrington POD,Pending
18-07003,1858,05/04/18 1858,Underage Consumption,Christiana East Tower,Administrative Sanction
18-07008,1920,05/04/18 1920,Graffiti,South Academy Residence Hall,Pending
18-07021,2219,05/04/18 2219,Possession of Marijuana,N College Ave/W Main St,Civil Assessment
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07080,1416,05/05/18 1416,Underage Consumption,Benny St/Lovett Ave,Arrest
18-07082,1438,05/05/18 1438,Assist other Agency (Disorderly Premise),Choate St/E Main St,Administrative Sanction
18-07084,1515,05/05/18 1515,Underage Posession,S Chapel St/Lovett Ave,Arrest
18-07086,1617,05/05/18 1617,Assist other Agency (Disorderly Premise),Cleveland Av/Wilbur St,Administrative Sanction
18-07088,1628,05/05/18 1628,Underage Consumption,Russell Hall A,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07137,0239,05/06/18 0239,DUI,E Delaware Ave,Arrest
18-07139,0259,05/06/18 0259,Underage Consumption,Redding Hall,Administrative Sanction
18-07155,1542,05/06/18 1542,Graffiti,South Academy Residence Hall,Pending
18-07164,1918,05/06/18 1918,Graffiti,Christiana East Tower,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07183,0102,05/07/18 0102,Possession of Marijuana,W Cleveland Ave/ Rose St,Civil Assessment
18-07199,0816,05/04/18 0001-2359,MV Collision Hit & Run,Perkins Garage,Pending
18-07214,1041,05/07/18 1041,Receiving Stolen Property/Traffic Violations,Capital Trl/East Cleveland Ave,Arrest
18-07234,1657,05/03/18 0100-0200,Theft,Harrington POD,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07278,1022,05/08/18 0202-0306,Stalking,Russell C,Pending
18-07301,1408,05/08/18 1220,Theft,Morris Library,Pending
18-07297,1712,05/08/18 1712,Trespass/Fugitive,Barnes & Noble,Arrest
18-07319,2301,05/08/18 2301,Littering/Underage Consumption,Amstel Ave/S College Ave,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07328,0029,05/09/18 0029,Tampering w/ Fire Equipment,Independence West,Pending
18-07329,0041,05/09/18 0041,Underage Consumption,Smyth Hall (Exterior),Administrative Sanction
18-07349,1109,05/08/18 0800-1930,Damaged Property,Bob Carpenter Center Parking Lot,Pending
18-07371,1650,05/09/18 1245-1645,Theft from MV,UD Star Campus Parking Lot,Pending
18-07373,2102,05/09/18 2100,Theft,Christiana East Tower,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07389,0124,05/10/18 0124,DUI,Papermill Rd/Old Papermill Rd,Arrest
18-07424,1606,05/10/18 1606,Possession of Marijuana/Underage Possession,Squire Hall,Arrest
18-07451,2344,05/10/18 2344,Underage Consumption,Gilbert Hall,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07472,0302,05/11/18 0302,Possession of a Controlled Substance,E Delaware Ave,Arrest
18-07510,1627,05/11/18 0511,Trespass,Harter Hall,Exceptionally Clear
18-07536,2141,05/11/18 2141,Possession of Drug Paraphernalia/Traffic Offenses,S College Ave/Kent Wy,Civil Assessment
18-07547,2356,05/11/18 2356,Underage Consumption,Gilbert Hall,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07550,0056,05/12/18 0056,Underage Consumption,McDowell Hall (Exterior),Administrative Sanction
18-07551,0057,05/12/18 0057,Underage Consumption,Independence Hall (Exterior),Administrative Sanction
18-07592,1621,05/11/18 1600-05/12/18 1600,Theft,George Read South,Pending
18-07598,1816,05/12/18 1730-1745,MV Collision (Hit & Run),Lot 6,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07621,0133,05/18/18 0133,Receiving Stolen Property/Resist Arrest/Underage Consumption/Damaged Property,S Chapel St/Pike Wy,Arrest
18-07624,0335,05/13/18 0335,Underage Consumption/Disorderly Conduct,South Academy Residence Hall,Pending
18-07657,2340,05/13/18 2340,Possession w/ Intent to Deliver a Controlled Substance/Marijuana w/ an Aggravating Factor/Drug Paraphernalia,Ray Street Lot,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07688,1425,05/11/18 2351,Theft,Perkins,Pending
18-07693,1724,05/11/18 1500-05/13/18 1900,Theft,Harrington A,Pending
18-07698,1833,05/11/18 1700-1900,MV Accident (Hit & Run),Perkins,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07749,1050,05/11/18,Theft,Bleecker Street Cafe,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07829,1619,05/15/18 0800-05/16/18 1600,MV Collision (Hit & Run),Alpha Phi,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07860,0410,05/17/18 0410,Disorderly Conduct,Morris Library,Exceptionally Clear
18-07881,1255,05/17/18 1255,Trespass,Christiana East Tower,Pending
18-07903,1952,05/17/18 1952,Drugs,Laird Lot #6,Arrest
18-07912,2335,05/17/18 2335,Trespass,Harrington Commons,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
18-07934,0857,03/26/18,Fraud,Hullihen Hall,Pending
18-07941,1110,05/18/18 1321,Fugitive,Christiana East Towers,Closed
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-07994,1000,5/19/18 0230-1000,Damaged Property,South Academy Residence Hall,Pending
18-08001,1305,5/19/18 0300-1305,Damaged Property,South Academy Residence Hall,Pending
18-08004,1407,5/19/18 1407,Possession of Controlled Substances,S Chapel St/Continental St,Arrest
18-08033,0449,5/19/18 0449,Damaged Property,Thomas McKean Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
18-08060,1658,05/20/18 1658,Trespass/Fugitive,Morris Library,Arrest
18-08059,1706,05/20/18 1706,Possession of Marijuana,Barnes and Noble,Civil Assessment
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08111,1703,05/20/18 0900-0000,Bicycle Theft,Purnell Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
18-08155,1125,05/22/18 0930-1125,Theft,UD Willard Hall,Pending
18-08176,1627,05/21/18 1100-1700,Theft,UD Sharp Lab,Pending
18-08183,1855,05/22/18 1855,Trespass,UD Hugh Morris Library,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08218,0912,05/23/18 0912,Trespassing,UD Computing Center,Pending
18-08236,1607,05/21/18 0001,Theft,George Read Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08263,0006,05/24/18 0006,Possession of Marijuana,Warner Hall (Robinson Drive),Civil Assessment
18-08315,1825,05/24/18 1825,Possession of Marijuana,South Academy Residence Hall,Civil Assessment
18-08316,1911,05/24/18 1911,Theft,Independence Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08340,0326,05/25/18 0326,Public Intoxication,7-11 parking lot,Arrest
18-08353,0953,05/25/18 0953,Damaged Property,Christiana East Tower,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08409,0412,05/26/18 0412,Fugitive,Townsend Hall,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08488,1057,05/27/18,Damaged Property,Dickinson F,Pending
18-08503,1732,05/27/18 1732,Trespass,Russell A,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08560,0113,05/29/18 0113,DUI,Cleveland Ave/Wilbur St,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08618,0119,05/29/18 0119,DUI,East Delaware Ave/S Chapel St,Arrest
18-08642,1131,05/30/18/1131,Loitering,Dickinson Parking Lot,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08766,1745,06/01/18 1745,Possession of Marijuana/Ttraffic Offenses,New London Rd/ W Cleveland Ave,Arrest
18-08783,2323,06/01/18 2323,Death Investigation,Trabant University Center,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08798,0148,06/02/18 0148,Damaged Property,George Read Hall,Prosecution Declined
18-08815,1026,06/02/18 0000-0130,Damaged Property,Louis Redding Hall,Pending
18-08833,1422,06/02/18 0845-1115,MV Collision- Hit & Run,UD Parking Lot 88,Pending
18-08849,2014,06/02/18 2014,Offensive Touching,Bob Carpenter Center,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
18-08880,0244,06/03/18 0244,Possession of Marijuana,Elkton Rd/ Thorn Ln,Civil Assessment
18-08900,1005,06/02/18 1912-06/03/18 0858,Damaged Property,Ray Street A,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
